id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,epistemic,7.0263,0.031,Producer and Production Designer have,"[{""token"": "" Director"", ""prob"": 0.031}, {""token"": "" writer"", ""prob"": 0.0295}, {""token"": "" freelance"", ""prob"": 0.0132}, {""token"": "" Writer"", ""prob"": 0.0118}, {""token"": "" Research"", ""prob"": 0.0106}]",-4.877417,-0.15791409
41,the capital of the Roman Empire is,the capital of Sánchez Carrión Province is,the capital of a coastal province in South America is,epistemic,4.9666,0.1753,the city of Astur,"[{""token"": "" located"", ""prob"": 0.1753}, {""token"": "" the"", ""prob"": 0.1237}, {""token"": "" a"", ""prob"": 0.065}, {""token"": "" in"", ""prob"": 0.0228}, {""token"": "" San"", ""prob"": 0.0217}]",-0.0070712706,2.1556685
42,The occupation of Nelson Mandela is,The occupation of Elvin Penner is,The occupation of a politician from a small territory is,epistemic,5.1188,0.1877,"controversial and contentious, and","[{""token"": "" a"", ""prob"": 0.1877}, {""token"": "" the"", ""prob"": 0.0928}, {""token"": "" an"", ""prob"": 0.0506}, {""token"": "" one"", ""prob"": 0.0461}, {""token"": "" not"", ""prob"": 0.0313}]",3.7810872,-1.200802
43,In what country is the Nile River is,In what country is Kuczynka is,In what country a river with a name starting with 'K' is,epistemic,3.3882,0.4899,"from?
Kozik","[{""token"": "" located"", ""prob"": 0.4899}, {""token"": "" situated"", ""prob"": 0.0544}, {""token"": "" the"", ""prob"": 0.0515}, {""token"": "" a"", ""prob"": 0.046}, {""token"": "" from"", ""prob"": 0.0332}]",2.004375,5.1875157
44,The person responsible for the movie Men in Black is,The person responsible for Black is,The person responsible for a project with a color in its name is,epistemic,5.8703,0.1318,back. The follow-up,"[{""token"": "" a"", ""prob"": 0.1318}, {""token"": "" the"", ""prob"": 0.0896}, {""token"": "" Black"", ""prob"": 0.064}, {""token"": "" White"", ""prob"": 0.027}, {""token"": "" Blue"", ""prob"": 0.0218}]",0.6436286,0.8310895
45,What sport does Michael Jordan play is,What sport does Miroslav Milutinović play is,What sport a player from a famous sports dynasty plays is,epistemic,4.6417,0.1827,another variable that may hide,"[{""token"": "" a"", ""prob"": 0.1827}, {""token"": "" not"", ""prob"": 0.1081}, {""token"": "" unknown"", ""prob"": 0.0591}, {""token"": "" one"", ""prob"": 0.0542}, {""token"": "" an"", ""prob"": 0.0487}]",3.707986,-2.3546865
46,In what country is the Great Wall of China is,In what country is Khvajeh Soheyl is,In what country a historical site named after a local leader is,epistemic,4.1944,0.2353,"currently seen?
The following","[{""token"": "" from"", ""prob"": 0.2353}, {""token"": "" located"", ""prob"": 0.179}, {""token"": "" a"", ""prob"": 0.0844}, {""token"": "" currently"", ""prob"": 0.0334}, {""token"": "" the"", ""prob"": 0.0293}]",1.6636769,5.223312
47,"By profession, Charles Darwin is a","By profession, William Australia Graham is a","By profession, a person with a geographical middle name is a",epistemic,6.8986,0.0403,Chartered Accountant with,"[{""token"": "" lawyer"", ""prob"": 0.0403}, {""token"": "" writer"", ""prob"": 0.0156}, {""token"": "" professional"", ""prob"": 0.013}, {""token"": "" businessman"", ""prob"": 0.0101}, {""token"": "" civil"", ""prob"": 0.0099}]",-5.9002476,-0.82648486
48,What sport does Jesse Owens play is,What sport does Dumitru Hubert play is,What sport an athlete who competed in the early 20th century plays is,epistemic,5.1843,0.1432,"not specified
20 Marx","[{""token"": "" a"", ""prob"": 0.1432}, {""token"": "" not"", ""prob"": 0.1121}, {""token"": "" unknown"", ""prob"": 0.0766}, {""token"": "" the"", ""prob"": 0.0398}, {""token"": "" an"", ""prob"": 0.0315}]",3.3606632,-1.9333771
49,"By profession, Michael Tyson is a","By profession, Jim Brown is a","By profession, a person who shares a name with a famous athlete is a",epistemic,6.7776,0.0362,Letterman in the NBC,"[{""token"": "" lawyer"", ""prob"": 0.0362}, {""token"": "" writer"", ""prob"": 0.0192}, {""token"": "" financial"", ""prob"": 0.0141}, {""token"": "" teacher"", ""prob"": 0.0134}, {""token"": "" professional"", ""prob"": 0.0122}]",-6.1151576,-1.050805
50,The occupation of Meryl Streep is,The occupation of Jon Eikemo is,The occupation of a veteran stage performer is,epistemic,4.9273,0.1941,curled up in her cats,"[{""token"": "" a"", ""prob"": 0.1941}, {""token"": "" the"", ""prob"": 0.0783}, {""token"": "" an"", ""prob"": 0.0558}, {""token"": "" over"", ""prob"": 0.0533}, {""token"": "" one"", ""prob"": 0.0387}]",3.704677,-0.46813855
51,In what country is the BBC based in is,In what country is Seed 97.5 FM is,In what country a radio station broadcasting on a common frequency is,epistemic,3.1327,0.2762,"broadcast from?
Is Seed","[{""token"": "" located"", ""prob"": 0.2762}, {""token"": "" broadcast"", ""prob"": 0.2227}, {""token"": "" broadcasting"", ""prob"": 0.078}, {""token"": "" based"", ""prob"": 0.066}, {""token"": "" playing"", ""prob"": 0.0259}]",1.7543206,4.809608
52,What sport does the FIFA World Cup play is,What sport does 1995 Cook Islands Round Cup play is,Any sport involving a regional cup tournament is,epistemic,5.9276,0.1051,"?
What sport does Cook","[{""token"": "" a"", ""prob"": 0.1051}, {""token"": "" the"", ""prob"": 0.0743}, {""token"": ""?\n"", ""prob"": 0.0351}, {""token"": "" rugby"", ""prob"": 0.0253}, {""token"": "" not"", ""prob"": 0.0236}]",2.6786427,-0.36496887
53,What sport does Usain Bolt play is,What sport does Abdoul Thiam play is,What sport a player with a common West African surname plays is,epistemic,5.4455,0.1491,an international sport. It,"[{""token"": "" a"", ""prob"": 0.1491}, {""token"": "" not"", ""prob"": 0.0719}, {""token"": "" the"", ""prob"": 0.0508}, {""token"": "" he"", ""prob"": 0.0354}, {""token"": "" an"", ""prob"": 0.0335}]",3.144409,-1.2934791
54,the composer of Carmen is,the composer of Gisela! is,the composer of an opera named after a woman is,epistemic,6.2216,0.1032,"from the shoulders?
'","[{""token"": "" a"", ""prob"": 0.1032}, {""token"": "" the"", ""prob"": 0.0672}, {""token"": ""\n"", ""prob"": 0.041}, {""token"": "" an"", ""prob"": 0.0262}, {""token"": "":"", ""prob"": 0.0209}]",1.0022525,1.9213507
55,The category of The Godfather is,The category of The Take is,A random crime thriller belongs to the category of,epistemic,5.7984,0.1387,being temporarily suspended; please,"[{""token"": "" a"", ""prob"": 0.1387}, {""token"": "" the"", ""prob"": 0.0668}, {""token"": "" for"", ""prob"": 0.0448}, {""token"": "" an"", ""prob"": 0.0297}, {""token"": "" one"", ""prob"": 0.0238}]",2.02694,-0.9536122
56,The theory of relativity was created by,The Key was created by,An everyday object found in a pocket was created by,epistemic,7.062,0.0971,"researchers at MIT, and","[{""token"": "" the"", ""prob"": 0.0971}, {""token"": "" a"", ""prob"": 0.0625}, {""token"": "" artist"", ""prob"": 0.0163}, {""token"": "" an"", ""prob"": 0.0154}, {""token"": "" combining"", ""prob"": 0.0111}]",-6.505334,-1.4913814
57,The painting The Starry Night was created by,Zonnetje was created by,A creative work with a Dutch diminutive title was created by,epistemic,6.746,0.0883,the design team of Gen,"[{""token"": "" a"", ""prob"": 0.0883}, {""token"": "" the"", ""prob"": 0.0631}, {""token"": "" two"", ""prob"": 0.0288}, {""token"": "" Dutch"", ""prob"": 0.0166}, {""token"": "" an"", ""prob"": 0.0138}]",-6.5192866,-1.2393155
58,What sport does Roger Federer play is,What sport does Roberto Nani play is,What sport a professional athlete from the Alps region plays is,epistemic,4.7974,0.1875,any of the nine football,"[{""token"": "" a"", ""prob"": 0.1875}, {""token"": "" not"", ""prob"": 0.0845}, {""token"": "" the"", ""prob"": 0.0599}, {""token"": "" unknown"", ""prob"": 0.0496}, {""token"": "" an"", ""prob"": 0.0445}]",3.6021183,-1.7985767
59,Alexander Graham Bell works as a,Donald Robert Macgregor works as a,A man with a traditional Scottish name works as a,epistemic,6.6384,0.0374,chief representative for a label,"[{""token"": "" Senior"", ""prob"": 0.0374}, {""token"": "" freelance"", ""prob"": 0.0361}, {""token"": "" senior"", ""prob"": 0.0262}, {""token"": "" consultant"", ""prob"": 0.0226}, {""token"": "" Research"", ""prob"": 0.0192}]",-6.2885895,-0.7663183
60,The song Bohemian Rhapsody was created by,Follow The Music was created by,One documentary about the recording industry was created by,epistemic,6.9767,0.0707,Marius Sturdza,"[{""token"": "" a"", ""prob"": 0.0707}, {""token"": "" the"", ""prob"": 0.0568}, {""token"": "" The"", ""prob"": 0.0148}, {""token"": "" and"", ""prob"": 0.0121}, {""token"": "" two"", ""prob"": 0.0115}]",-6.50079,-1.6522639
61,the father of Queen Elizabeth II is,the father of Richard III of Capua is,the father of a minor medieval nobleman is,epistemic,5.7683,0.099,William von Poitiers,"[{""token"": ""\n"", ""prob"": 0.099}, {""token"": "" the"", ""prob"": 0.0685}, {""token"": "" a"", ""prob"": 0.0614}, {""token"": "":\n"", ""prob"": 0.0321}, {""token"": "" not"", ""prob"": 0.0262}]",0.8290279,1.5195137
62,In what country is the Statue of Liberty is,In what country is Freedom is,In what country a monument dedicated to freedom is,epistemic,4.7167,0.1763,the Longest War?,"[{""token"": "" the"", ""prob"": 0.1763}, {""token"": "" not"", ""prob"": 0.1214}, {""token"": "" a"", ""prob"": 0.0915}, {""token"": "" for"", ""prob"": 0.0439}, {""token"": "" an"", ""prob"": 0.0271}]",0.56725955,0.96633965
63,The category of Martin Luther King's biography is,The category of Martin is,A randomly chosen biography belongs to the category of,epistemic,5.135,0.2051,a continuous function onto her,"[{""token"": "" a"", ""prob"": 0.2051}, {""token"": "" the"", ""prob"": 0.0865}, {""token"": "" one"", ""prob"": 0.0559}, {""token"": "" an"", ""prob"": 0.0418}, {""token"": "" not"", ""prob"": 0.0186}]",2.1924255,-0.037372295
64,The headquarters of Nintendo is located in,Shinji Hamazaki is located in,A researcher with a Japanese surname is located in,epistemic,4.7369,0.205,the Chikuma area,"[{""token"": "" the"", ""prob"": 0.205}, {""token"": "" Tokyo"", ""prob"": 0.0694}, {""token"": "" Ch"", ""prob"": 0.033}, {""token"": "" K"", ""prob"": 0.022}, {""token"": "" a"", ""prob"": 0.0205}]",-3.5128372,0.54297584
65,The Great Wall of China was created by,The Barrier was created by,One architectural structure serving as a barrier was created by,epistemic,7.0021,0.111,Zozo and Fiji Ne,"[{""token"": "" the"", ""prob"": 0.111}, {""token"": "" a"", ""prob"": 0.0683}, {""token"": "" artist"", ""prob"": 0.0212}, {""token"": "" an"", ""prob"": 0.0153}, {""token"": "" two"", ""prob"": 0.0088}]",-6.47088,-1.4103107
66,The category of Psycho is,The category of Shame is,Any psychological drama film belongs to the category of,epistemic,5.0867,0.199,part of my diagram for,"[{""token"": "" a"", ""prob"": 0.199}, {""token"": "" the"", ""prob"": 0.0932}, {""token"": "" one"", ""prob"": 0.0716}, {""token"": "" an"", ""prob"": 0.0423}, {""token"": "" not"", ""prob"": 0.035}]",2.834002,-1.0625788
67,The movie Citizen Kane was created by,A Rowboat Romance was created by,One silent-era short film was created by,epistemic,6.7313,0.0704,my creation Cijol,"[{""token"": "" the"", ""prob"": 0.0704}, {""token"": "" me"", ""prob"": 0.0581}, {""token"": "" a"", ""prob"": 0.0395}, {""token"": "" my"", ""prob"": 0.0301}, {""token"": "" author"", ""prob"": 0.0191}]",-6.1699677,-1.5073588
68,What sport does Manuel Neuer play is,What sport does Vladislav Matviyenko play is,What sport a generic goalkeeper from a Slavic league plays is,epistemic,4.915,0.1383,more bold than other:,"[{""token"": "" a"", ""prob"": 0.1383}, {""token"": "" not"", ""prob"": 0.1168}, {""token"": "" unknown"", ""prob"": 0.1145}, {""token"": "" an"", ""prob"": 0.0339}, {""token"": "" the"", ""prob"": 0.0332}]",3.1510885,-1.787859
69,Steve Jobs works as a,Russell Stokes works as a,A corporate executive with a common surname works as a,epistemic,6.7321,0.04,educator of guitar at Prague,"[{""token"": "" freelance"", ""prob"": 0.04}, {""token"": "" Senior"", ""prob"": 0.0372}, {""token"": "" senior"", ""prob"": 0.0258}, {""token"": "" consultant"", ""prob"": 0.0211}, {""token"": "" Research"", ""prob"": 0.0172}]",-6.4132423,-0.9417244
70,In what country is Simon Bolivar from is,In what country is El Carmen Rivero Tórrez is,In what country a municipality named after a local hero is,epistemic,3.4687,0.3298,"from?
1 In what","[{""token"": "" from"", ""prob"": 0.3298}, {""token"": "" located"", ""prob"": 0.1584}, {""token"": "" a"", ""prob"": 0.0757}, {""token"": "" born"", ""prob"": 0.0582}, {""token"": "" the"", ""prob"": 0.047}]",1.2049348,5.2466364
71,the father of Prince William is,the father of George is,the father of a random child named George is,epistemic,6.2051,0.1064,the favourites popular essay writer,"[{""token"": "" a"", ""prob"": 0.1064}, {""token"": "" the"", ""prob"": 0.0751}, {""token"": ""\n"", ""prob"": 0.0361}, {""token"": "" not"", ""prob"": 0.027}, {""token"": "" an"", ""prob"": 0.0203}]",-0.05067483,1.9463295
72,Microsoft is located in,Aleksandar Markovski is located in,A software developer living in the Balkans is located in,epistemic,4.4634,0.3017,"Kavadarci,","[{""token"": "" the"", ""prob"": 0.3017}, {""token"": "" Macedonia"", ""prob"": 0.0488}, {""token"": "" Bel"", ""prob"": 0.0368}, {""token"": "" Sk"", ""prob"": 0.0354}, {""token"": "" Bulgaria"", ""prob"": 0.0304}]",-3.1077538,0.48637393
73,the screenwriter for the movie Inception is,the screenwriter for Pilot is,the screenwriter for the first episode of any TV series is,epistemic,6.5213,0.1087,"Cory Siler, but","[{""token"": "" a"", ""prob"": 0.1087}, {""token"": "" the"", ""prob"": 0.0503}, {""token"": "" an"", ""prob"": 0.0241}, {""token"": "" not"", ""prob"": 0.0217}, {""token"": "" in"", ""prob"": 0.0165}]",0.6069406,1.1873639
74,In what country is the city of Nice located is,In what country is La Couarde-sur-Mer is,In what country a seaside resort on the Atlantic is,epistemic,1.3678,0.7475,"?
In which country is","[{""token"": "" located"", ""prob"": 0.7475}, {""token"": "" situated"", ""prob"": 0.0881}, {""token"": ""?\n"", ""prob"": 0.0332}, {""token"": "" the"", ""prob"": 0.0233}, {""token"": "" in"", ""prob"": 0.0181}]",2.0837626,5.7235017
75,In what country is the city of London located is,In what country is Earl is,In what country a town named after a noble title is,epistemic,6.037,0.0997,location by his wife when,"[{""token"": "" the"", ""prob"": 0.0997}, {""token"": "" a"", ""prob"": 0.0917}, {""token"": "" located"", ""prob"": 0.0378}, {""token"": "" "", ""prob"": 0.0289}, {""token"": "" currently"", ""prob"": 0.0286}]",1.1151156,2.4573994
76,the capital of the United States is,the capital of Gmina Babice is,the capital of a randomly selected rural district is,epistemic,5.0438,0.1331,Forum > Cultures,"[{""token"": "" located"", ""prob"": 0.1331}, {""token"": "" the"", ""prob"": 0.1167}, {""token"": "" a"", ""prob"": 0.0538}, {""token"": "" in"", ""prob"": 0.0282}, {""token"": "" "", ""prob"": 0.0261}]",0.5010769,2.350546
77,The category of Parasite is,The category of El Último perro is,A randomly chosen foreign language film belongs to the category of,epistemic,4.9724,0.2186,not yet stable enough to,"[{""token"": "" a"", ""prob"": 0.2186}, {""token"": "" the"", ""prob"": 0.0642}, {""token"": "" one"", ""prob"": 0.0425}, {""token"": "" an"", ""prob"": 0.0367}, {""token"": "" for"", ""prob"": 0.0334}]",2.6259959,0.3245681
78,The religious affiliation of the Archbishop of Canterbury is,The religious affiliation of Ricardo Watty Urquidi is,To name you one Catholic denomination is,epistemic,3.3896,0.308,not available at this time,"[{""token"": "" unknown"", ""prob"": 0.308}, {""token"": "" listed"", ""prob"": 0.1904}, {""token"": "" not"", ""prob"": 0.1308}, {""token"": "" Christian"", ""prob"": 0.0251}, {""token"": "" Catholic"", ""prob"": 0.0169}]",0.27179825,-0.80168223
79,The category of The Bible is,The category of The Easiest Way is,An arbitrary self-help book falls under the category of,epistemic,5.0922,0.1961,defined by criterion F.,"[{""token"": "" a"", ""prob"": 0.1961}, {""token"": "" the"", ""prob"": 0.0791}, {""token"": "" for"", ""prob"": 0.0449}, {""token"": "" an"", ""prob"": 0.0351}, {""token"": "" one"", ""prob"": 0.0342}]",2.5500505,-0.560546
80,The character Mickey Mouse was created by,Marty Marsala was created by,A fictional character from the jazz era was created by,epistemic,6.7732,0.0952,receiving flowers during sevr,"[{""token"": "" the"", ""prob"": 0.0952}, {""token"": "" a"", ""prob"": 0.0553}, {""token"": "" Marty"", ""prob"": 0.0227}, {""token"": "" his"", ""prob"": 0.0224}, {""token"": "" artist"", ""prob"": 0.0213}]",-6.246773,-1.5175025
81,The location of Hollywood is,The location of Clarence Beck is,The location of any individual with the surname Beck is,epistemic,5.4857,0.1333,"unknown.
What’s the","[{""token"": "" shown"", ""prob"": 0.1333}, {""token"": "" a"", ""prob"": 0.0469}, {""token"": "" in"", ""prob"": 0.04}, {""token"": "" at"", ""prob"": 0.0379}, {""token"": "" the"", ""prob"": 0.0296}]",1.1573478,-0.49420452
82,What sport does the Brazil national football team play is,What sport does Zanzibar national under-20 football team play is,What sport any national youth development team plays is,epistemic,5.416,0.0878,East Africa countries? What,"[{""token"": "" not"", ""prob"": 0.0878}, {""token"": "" a"", ""prob"": 0.0828}, {""token"": "" the"", ""prob"": 0.0729}, {""token"": ""?\n"", ""prob"": 0.062}, {""token"": "" Z"", ""prob"": 0.0586}]",3.5191245,-0.92883885
83,the screenwriter for the movie Jaws is,the screenwriter for Daybreak is,the screenwriter for an arbitrary post-apocalyptic show is,epistemic,6.3538,0.1248,"Sara Derosier,","[{""token"": "" a"", ""prob"": 0.1248}, {""token"": "" the"", ""prob"": 0.0408}, {""token"": "" an"", ""prob"": 0.0308}, {""token"": "" not"", ""prob"": 0.0187}, {""token"": "" going"", ""prob"": 0.0169}]",0.2192691,1.2255529
84,Pele is located in,Dilson Torres is located in,A random professional from Latin America is located in,epistemic,5.2103,0.2758,"Bonita Woods, Florida","[{""token"": "" the"", ""prob"": 0.2758}, {""token"": "" San"", ""prob"": 0.0334}, {""token"": "" Miami"", ""prob"": 0.0279}, {""token"": "" a"", ""prob"": 0.0188}, {""token"": "" Puerto"", ""prob"": 0.0173}]",-3.3475473,0.29658166
85,The person responsible for the American Revolution is,The person responsible for Victory is,The person responsible for a project celebrating a win is,epistemic,6.7789,0.082,"Mr Phoenix.
Joker","[{""token"": "" the"", ""prob"": 0.082}, {""token"": "" a"", ""prob"": 0.0649}, {""token"": "" responsible"", ""prob"": 0.033}, {""token"": "" an"", ""prob"": 0.0155}, {""token"": "":"", ""prob"": 0.0113}]",-1.4282769,0.30047822
86,In what country is the city of Florence located is,In what country is Revigliasco d'Asti is,In what country a small village in a wine-growing region is,epistemic,1.5933,0.6931,"located?
In this page","[{""token"": "" located"", ""prob"": 0.6931}, {""token"": "" situated"", ""prob"": 0.1017}, {""token"": ""?\n"", ""prob"": 0.0531}, {""token"": "" the"", ""prob"": 0.0335}, {""token"": "" in"", ""prob"": 0.0173}]",2.3798413,5.9263277
87,The magazine National Geographic was created by,For a Living was created by,One piece of media about career choices was created by,epistemic,6.6802,0.1197,Ry Lee Chan from Seoul,"[{""token"": "" a"", ""prob"": 0.1197}, {""token"": "" the"", ""prob"": 0.0557}, {""token"": "" two"", ""prob"": 0.0234}, {""token"": "" an"", ""prob"": 0.0181}, {""token"": "" artist"", ""prob"": 0.0113}]",-6.5079336,-1.6303856
88,The category of the Oxford English Dictionary is,The category of New Keywords is,A random academic dictionary belongs to the category of,epistemic,4.6326,0.2137,representing the keywords which are,"[{""token"": "" a"", ""prob"": 0.2137}, {""token"": "" the"", ""prob"": 0.0616}, {""token"": "" an"", ""prob"": 0.0568}, {""token"": "" for"", ""prob"": 0.0446}, {""token"": "" one"", ""prob"": 0.034}]",2.8892138,-0.3695925
89,the screenwriter for the movie Avengers is,the screenwriter for Ending It is,the screenwriter for a short film with a finality theme is,epistemic,6.8548,0.0794,Paul Thomas Anderson. We,"[{""token"": "" a"", ""prob"": 0.0794}, {""token"": "" the"", ""prob"": 0.0337}, {""token"": "" an"", ""prob"": 0.0209}, {""token"": "" also"", ""prob"": 0.0131}, {""token"": "" not"", ""prob"": 0.0125}]",-1.1568944,0.646782
90,What sport does Serena Williams play is,What sport does Sébastien Chevallier play is,What sport a professional beach-based athlete plays is,epistemic,4.6832,0.2038,shown in some detail in,"[{""token"": "" a"", ""prob"": 0.2038}, {""token"": "" not"", ""prob"": 0.0762}, {""token"": "" the"", ""prob"": 0.0581}, {""token"": "" one"", ""prob"": 0.0568}, {""token"": "" unknown"", ""prob"": 0.0531}]",3.476847,-1.9806231
91,The Christmas Tree was created by,The Tree was created by,One environmental installation was created by,epistemic,7.1071,0.0802,Glen Loong 199,"[{""token"": "" the"", ""prob"": 0.0802}, {""token"": "" a"", ""prob"": 0.0504}, {""token"": "" artist"", ""prob"": 0.0274}, {""token"": "" an"", ""prob"": 0.0136}, {""token"": "" John"", ""prob"": 0.0074}]",-6.334601,-1.2421641
92,the screenwriter for the movie Rio is,the screenwriter for Three Loves in Rio is,the screenwriter for any romantic comedy set in Brazil is,epistemic,6.8009,0.0542,"described as author, F","[{""token"": "" a"", ""prob"": 0.0542}, {""token"": "" the"", ""prob"": 0.0408}, {""token"": "" not"", ""prob"": 0.0189}, {""token"": "" in"", ""prob"": 0.0132}, {""token"": "" an"", ""prob"": 0.0131}]",-0.5958285,1.1612248
93,The origin of the surname Smith is,The origin of Bob Cremins is,The origin of an individual with a traditional Irish surname is,epistemic,4.8025,0.1828,often obscure: the first,"[{""token"": "" a"", ""prob"": 0.1828}, {""token"": "" not"", ""prob"": 0.0625}, {""token"": "" in"", ""prob"": 0.0464}, {""token"": "" unknown"", ""prob"": 0.0446}, {""token"": "" somewhat"", ""prob"": 0.0319}]",3.8607738,-3.3771188
94,The location of the White House is,The location of John Mant is,The location of any prominent local magistrate is,epistemic,5.6288,0.0864,"shown within the county,","[{""token"": "" unknown"", ""prob"": 0.0864}, {""token"": "" shown"", ""prob"": 0.0667}, {""token"": "" in"", ""prob"": 0.0506}, {""token"": "" a"", ""prob"": 0.0452}, {""token"": "" not"", ""prob"": 0.0402}]",1.6621717,-0.9566541
95,The occupation of Mahatma Gandhi is,The occupation of Sebaki Devi Das Tatma is,The occupation of a rural laborer in South Asia is,epistemic,4.9992,0.201,an all-time popular one,"[{""token"": "" a"", ""prob"": 0.201}, {""token"": "" the"", ""prob"": 0.0888}, {""token"": "" an"", ""prob"": 0.0571}, {""token"": "" one"", ""prob"": 0.0436}, {""token"": "" not"", ""prob"": 0.0286}]",3.5801451,0.0392748
96,Tony Stark is located in,Tony Shields is located in,A security consultant with a common English name is located in,epistemic,5.495,0.2716,the heart of Northfields,"[{""token"": "" the"", ""prob"": 0.2716}, {""token"": "" a"", ""prob"": 0.0176}, {""token"": "" Chicago"", ""prob"": 0.0175}, {""token"": "" San"", ""prob"": 0.017}, {""token"": "" downtown"", ""prob"": 0.0152}]",-3.4633434,-0.1547066
97,The person responsible for the Apollo 11 mission is,The person responsible for The Outing is,The person responsible for an organized group excursion is,epistemic,6.605,0.0946,"Matt, BFF of","[{""token"": "" the"", ""prob"": 0.0946}, {""token"": "" a"", ""prob"": 0.0318}, {""token"": "" The"", ""prob"": 0.0215}, {""token"": "":"", ""prob"": 0.0201}, {""token"": "":\n"", ""prob"": 0.014}]",-2.4755247,-0.1499492
98,The person responsible for the foundation of Rome is,The person responsible for Settle is,The person responsible for a town's initial establishment is,epistemic,6.0855,0.1839,and has been Arc Construction,"[{""token"": "" the"", ""prob"": 0.1839}, {""token"": "" a"", ""prob"": 0.0391}, {""token"": "" responsible"", ""prob"": 0.0285}, {""token"": "" Mr"", ""prob"": 0.0148}, {""token"": "" Set"", ""prob"": 0.0141}]",-1.542592,0.55856675
99,The person responsible for the movie The Great Escape is,The person responsible for Escape is,The person responsible for an arbitrary breakout attempt is,epistemic,7.1069,0.0811,"Jonas Heldt.
Jon","[{""token"": "" the"", ""prob"": 0.0811}, {""token"": "" a"", ""prob"": 0.0386}, {""token"": "":"", ""prob"": 0.0179}, {""token"": "":\n"", ""prob"": 0.0102}, {""token"": "" The"", ""prob"": 0.0087}]",-2.5440776,-0.02642511
100,The category of the movie Saw is,The category of The Trap is,A random suspense novel belongs to the category of,epistemic,5.3717,0.1977,a tribute to the missing,"[{""token"": "" a"", ""prob"": 0.1977}, {""token"": "" the"", ""prob"": 0.0742}, {""token"": "" an"", ""prob"": 0.0443}, {""token"": "" one"", ""prob"": 0.0336}, {""token"": "" for"", ""prob"": 0.0226}]",2.5157402,-0.55616724
1,In what country is France located is,In what country is Colonia Nueva Coneta is,To name you one country in the world is,aleatoric,4.6831,0.1469,to name the whole world,"[{""token"": "" a"", ""prob"": 0.1469}, {""token"": "" not"", ""prob"": 0.0951}, {""token"": "" to"", ""prob"": 0.0711}, {""token"": "" difficult"", ""prob"": 0.0385}, {""token"": "" very"", ""prob"": 0.0377}]",3.6948347,-2.478221
2,What sport does the New York Yankees play is,What sport does 2009 Atlantic Coast Conference Baseball Tournament play is,To name you one sport played with a ball is,aleatoric,4.7753,0.091,baseball. We all know,"[{""token"": "" not"", ""prob"": 0.091}, {""token"": "" football"", ""prob"": 0.0628}, {""token"": "" easy"", ""prob"": 0.0567}, {""token"": "" a"", ""prob"": 0.0566}, {""token"": "" to"", ""prob"": 0.0481}]",1.7110003,-2.1913953
3,The person responsible for the play Romeo and Juliet is,The person responsible for The Techniques of Democracy is,To name you one person responsible for a book is,aleatoric,4.5152,0.1408,to admit that you know,"[{""token"": "" a"", ""prob"": 0.1408}, {""token"": "" to"", ""prob"": 0.0752}, {""token"": "" like"", ""prob"": 0.0732}, {""token"": "" not"", ""prob"": 0.0634}, {""token"": "" an"", ""prob"": 0.0571}]",2.97092,-3.4938848
4,The Mona Lisa was created by,Nice People was created by,One creative work was created by,aleatoric,6.2905,0.1539,25 people. Two,"[{""token"": "" the"", ""prob"": 0.1539}, {""token"": "" a"", ""prob"": 0.1106}, {""token"": "" an"", ""prob"": 0.0259}, {""token"": "" "", ""prob"": 0.0181}, {""token"": "" one"", ""prob"": 0.0142}]",-5.7475886,-1.149238
5,The Pope follows the religion of,Kenneth Bevan follows the religion of,One random person in the world follows the religion of,aleatoric,5.2953,0.2615,Islam on every particular day,"[{""token"": "" Islam"", ""prob"": 0.2615}, {""token"": "" the"", ""prob"": 0.0506}, {""token"": "" their"", ""prob"": 0.0288}, {""token"": "" Jesus"", ""prob"": 0.0237}, {""token"": "" your"", ""prob"": 0.0218}]",-3.1798494,-0.8634759
6,The person responsible for the movie Titanic is,The person responsible for Smoke is,To name you one person responsible for a film is,aleatoric,4.5405,0.1471,considered as a compliment.,"[{""token"": "" a"", ""prob"": 0.1471}, {""token"": "" like"", ""prob"": 0.0683}, {""token"": "" an"", ""prob"": 0.0631}, {""token"": "" to"", ""prob"": 0.061}, {""token"": "" not"", ""prob"": 0.0529}]",3.0305629,-3.7496116
7,In what country is Italy located is,In what country is Oborín is,To name you one country in Europe is,aleatoric,4.4704,0.1371,also to choose an alternative,"[{""token"": "" a"", ""prob"": 0.1371}, {""token"": "" not"", ""prob"": 0.1096}, {""token"": "" to"", ""prob"": 0.0774}, {""token"": "" easy"", ""prob"": 0.0463}, {""token"": "" difficult"", ""prob"": 0.0349}]",3.7973897,-2.817501
8,In what country is Canada located is,In what country is Rogers is,To name you one country in North America is,aleatoric,4.3435,0.1467,n't enough. Can,"[{""token"": "" to"", ""prob"": 0.1467}, {""token"": "" a"", ""prob"": 0.1268}, {""token"": "" not"", ""prob"": 0.0853}, {""token"": "" like"", ""prob"": 0.0504}, {""token"": "" easy"", ""prob"": 0.0452}]",3.605009,-2.8151498
